Name,Gender,Start_Date,Login_Time,Salary,Bonus%,Is_Senior_Management,Department
Sherri Walton,Female,06-07-2016,09:53:44,61482,12,TRUE,Sales
Nancy Turner,Female,24-08-2021,00:10:39,78128,9,TRUE,Marketing
Kevin Lucas,Female,23-09-2015,12:51:04,78017,8,TRUE,Sales
Michael Hughes,Male,18-08-2019,13:44:28,72907,11,FALSE,IT
Michael Garrett,Male,06-02-2019,23:19:31,66522,19,FALSE,HR
Stacie Osborne,Male,03-01-2017,13:41:18,61275,4,FALSE,Marketing
James Gallegos,Female,27-10-2019,09:36:12,64880,19,TRUE,IT
Emily Butler,Female,24-01-2018,14:41:21,65324,12,FALSE,IT
Angie Brown,Female,31-05-2022,14:23:15,78445,9,FALSE,HR
Kristen Brown,Female,19-03-2022,04:21:21,70854,3,FALSE,IT
Shannon Hancock,Male,15-03-2015,05:20:14,79559,15,FALSE,Sales
Patrick Moore,Male,25-10-2018,03:41:36,79120,15,TRUE,Marketing
Keith Johnson,Male,26-07-2023,17:22:19,67936,1,TRUE,Sales
Bobby Gonzalez,Male,13-02-2022,20:13:19,74451,10,FALSE,Sales
Roy Wright,Female,17-09-2018,11:38:34,66681,13,FALSE,HR
Brittany Henry,Male,17-06-2019,07:13:38,76996,6,FALSE,Marketing
Rebecca Gonzalez,Female,08-08-2019,23:25:23,70281,5,FALSE,IT
Daniel Duran,Female,28-04-2019,12:05:45,68662,19,FALSE,Sales
Louis Chapman,Male,21-04-2018,11:45:28,69142,17,FALSE,Sales
Tara Smith,Female,25-06-2016,18:28:37,69470,6,FALSE,IT
Linda Gross,Female,13-02-2023,10:42:02,71429,17,FALSE,IT
William Johnson,Male,27-10-2022,16:58:03,78791,17,FALSE,Marketing
Kimberly May,Female,14-09-2019,16:35:00,64799,9,TRUE,IT
Marcia Shaw,Male,05-11-2023,20:23:06,71349,14,FALSE,Marketing
Kayla Love,Male,09-06-2021,16:27:37,66621,17,FALSE,IT
Mrs. Jessica Cooley,Male,29-12-2017,19:15:48,63579,19,TRUE,Sales
Keith Bray,Male,01-11-2016,06:35:55,77401,7,TRUE,HR
Megan Raymond,Male,04-02-2019,09:57:51,73543,10,FALSE,HR
Karen Morris,Male,28-10-2022,08:34:16,60169,17,TRUE,Marketing
Zachary Warren,Female,24-08-2019,10:52:06,75645,20,TRUE,IT
Molly Williams,Female,22-04-2020,12:51:31,69352,20,TRUE,HR
Christian Thomas,Male,24-07-2017,16:03:00,77535,1,TRUE,Marketing
Lindsay Hall,Male,15-12-2019,12:20:41,61190,12,FALSE,Sales
Karen Munoz,Female,31-03-2019,05:31:32,61227,0,FALSE,HR
Kristen Kelly,Female,03-07-2019,04:57:38,69324,14,FALSE,Sales
Adam Campbell,Female,25-03-2017,10:34:36,68940,6,TRUE,IT
Mark Bautista,Male,15-11-2015,19:38:16,75037,20,FALSE,Sales
Kimberly Harris,Male,19-03-2020,01:29:25,71046,9,TRUE,Sales
Melissa Watson,Female,18-01-2018,09:24:49,74014,16,FALSE,HR
Mr. Brett Bailey,Female,15-09-2020,21:03:47,63125,5,TRUE,Marketing
Katelyn Bray,Female,13-08-2016,05:11:33,68128,0,FALSE,Marketing
Tanya Roberts,Male,03-12-2017,14:57:00,74638,8,FALSE,IT
Samantha Barnett,Male,20-09-2019,21:04:27,68570,20,FALSE,Sales
Leah Holt,Male,27-11-2019,11:07:05,63873,14,FALSE,Sales
Kimberly Perkins,Female,30-05-2017,07:36:44,76466,9,TRUE,IT
Jennifer Lee,Female,14-10-2021,07:57:08,67236,7,TRUE,Marketing
Michael Kelly,Male,25-06-2018,11:03:26,74908,19,FALSE,Marketing
Kenneth Garcia,Female,19-06-2016,18:06:43,77613,6,TRUE,HR
Mr. Brad Jones,Female,28-06-2023,01:56:29,77307,11,TRUE,HR
Brittany Harris,Male,16-02-2018,15:50:01,77945,16,TRUE,Sales
Brandon Bell,Male,06-10-2018,01:05:53,70751,16,FALSE,HR
Christine Underwood,Male,15-01-2020,07:27:10,79108,15,TRUE,Marketing
Michael Butler,Male,19-09-2022,19:21:02,74858,4,FALSE,Marketing
Raymond Sullivan,Male,31-03-2020,02:59:11,78310,14,FALSE,HR
Katherine Gilbert,Female,31-10-2022,15:08:50,68338,0,TRUE,HR
Kelly Williams,Male,02-01-2018,07:12:34,73883,11,TRUE,HR
Brittney Martinez,Male,08-01-2019,23:30:21,75468,1,FALSE,Marketing
Tyler Simmons,Male,24-01-2022,02:20:04,64437,20,FALSE,IT
Miranda Anderson,Female,14-04-2015,04:21:21,74697,12,FALSE,HR
Patricia Dixon,Male,03-06-2015,17:21:57,71395,3,TRUE,Marketing
Eric Riddle,Male,18-03-2023,07:36:38,67297,0,TRUE,IT
James Wong,Female,08-08-2017,12:14:45,77840,13,FALSE,Sales
Anthony Evans,Male,01-07-2021,01:54:31,75093,11,TRUE,IT
Arthur Fuller,Male,09-08-2016,01:13:57,63697,1,FALSE,HR
Thomas Potts,Male,19-11-2018,20:00:47,66752,2,TRUE,HR
Jane Hogan,Female,13-10-2023,03:28:01,79588,1,TRUE,HR
Andrew Reed,Female,22-12-2015,20:49:20,74383,7,TRUE,HR
Jimmy Booker,Male,27-11-2016,17:33:22,76511,9,TRUE,IT
Ian Wood,Female,11-05-2019,01:30:37,67762,9,TRUE,Sales
Joshua Sanchez,Female,31-07-2018,03:11:30,69846,8,TRUE,Sales
Timothy Sellers,Female,04-06-2016,04:07:29,78214,15,TRUE,IT
Darius Jones,Female,08-05-2016,01:08:53,77185,10,FALSE,Marketing
Virginia Smith,Male,24-11-2017,00:23:20,69826,12,TRUE,Marketing
Melissa Jenkins,Male,07-11-2017,12:52:04,67384,9,TRUE,Marketing
Bruce Cobb,Male,20-11-2016,12:15:18,78428,13,FALSE,Sales
Rachel Frye,Female,23-01-2022,09:29:19,67957,8,TRUE,IT
William Pena,Male,27-10-2017,06:33:06,74738,11,TRUE,Sales
Steve Walter,Male,20-05-2023,12:01:19,68796,12,TRUE,HR
Brian Baldwin,Male,05-03-2020,15:44:27,79253,17,TRUE,Marketing
Richard Dalton,Male,07-04-2022,18:51:30,70910,9,TRUE,Sales
Angela Stein,Male,05-04-2017,23:19:17,63844,15,TRUE,Sales
Samuel Thompson,Female,02-08-2020,21:16:05,67842,17,FALSE,IT
Mr. Eric Phelps,Female,28-05-2018,00:33:35,75278,17,FALSE,IT
Angela Diaz,Female,08-05-2018,01:48:49,71784,16,FALSE,Marketing
Scott May,Male,26-03-2015,03:10:37,75384,10,TRUE,IT
Pamela Wallace,Female,14-02-2020,23:17:07,73563,1,TRUE,Sales
Joel Williams,Male,30-05-2015,22:23:25,68545,17,FALSE,IT
Joanna Moore,Male,06-10-2021,08:21:52,66428,10,TRUE,Marketing
Bradley Vega,Male,14-08-2015,22:47:58,76361,17,FALSE,IT
Judy Clarke,Female,18-06-2021,04:17:48,76075,14,TRUE,IT
John Joseph,Male,04-09-2015,22:18:14,64586,17,FALSE,Sales
Brandi Fisher,Male,08-08-2019,11:37:49,77168,1,TRUE,HR
Jacqueline Leach,Male,12-07-2023,06:04:38,73513,4,TRUE,HR
Cynthia Brown,Male,13-07-2016,10:06:17,60299,6,FALSE,IT
Debra Sherman,Male,02-09-2020,00:04:52,75833,15,TRUE,HR
Yolanda Rice,Female,18-06-2018,12:39:23,60388,0,FALSE,IT
Douglas Hudson,Male,11-05-2021,00:09:20,76456,13,TRUE,HR
Timothy Ford MD,Male,09-11-2022,02:14:36,77183,4,TRUE,Sales
Jeffery Williams,Female,03-03-2023,13:23:54,71614,8,FALSE,HR
Suzanne Mueller,Female,24-08-2017,22:48:19,73304,14,TRUE,Sales
Teresa Armstrong,Female,29-05-2023,17:55:31,62641,20,TRUE,HR
Sara Williams,Female,25-03-2019,10:52:55,72427,12,FALSE,HR
Nancy Flores,Male,28-03-2018,14:22:12,65615,2,FALSE,Marketing
Kyle Palmer,Female,26-11-2016,19:31:33,78541,3,TRUE,Sales
Rebecca Perry,Male,19-02-2023,00:29:41,78572,15,FALSE,HR
Jessica Daugherty,Male,16-05-2020,12:14:46,69187,17,TRUE,Sales
Douglas Gould,Female,12-04-2022,18:29:01,60513,6,TRUE,Marketing
Mr. Thomas Cooper,Male,03-11-2019,04:18:10,69806,5,TRUE,Marketing
Bailey Dudley,Female,03-09-2018,04:57:51,72577,4,TRUE,IT
Ann Sanchez,Male,22-05-2015,08:18:01,63200,13,TRUE,HR
Tanner Bailey,Female,17-10-2021,12:41:33,79830,19,FALSE,IT
Bonnie Moore,Male,24-05-2017,14:54:18,68956,14,FALSE,Sales
James Long,Female,12-09-2023,16:29:38,78121,12,FALSE,Sales
Tiffany Smith,Female,14-05-2019,07:00:59,62808,19,FALSE,Sales
Charles Hamilton,Male,08-06-2018,02:30:24,62688,8,TRUE,Marketing
Megan Moyer,Male,27-03-2023,20:17:22,72767,10,FALSE,HR
John Williams,Male,13-12-2022,08:00:04,60170,9,FALSE,IT
Jerry Romero,Female,30-12-2021,19:26:49,63349,4,TRUE,Sales
Ms. Abigail Matthews DDS,Female,06-11-2017,12:54:06,74707,17,FALSE,HR
Melissa Williams,Male,24-11-2021,13:03:59,62936,11,TRUE,IT
Crystal Little,Female,21-10-2020,13:56:02,60404,9,FALSE,Marketing
Andre Ramos,Male,03-09-2019,18:39:22,78334,7,TRUE,Marketing
Sylvia Patton,Male,12-11-2022,18:59:13,64549,8,FALSE,IT
Sarah Rodriguez,Female,25-12-2019,07:34:33,64781,2,TRUE,Marketing
Virginia Flores,Female,04-03-2018,15:52:11,73798,9,FALSE,HR
Teresa Marshall,Female,01-05-2023,21:15:58,68247,7,FALSE,Sales
Jorge Schaefer,Female,22-09-2016,17:08:43,63505,4,FALSE,HR
Nicole Barnes,Female,05-03-2020,06:00:16,70886,19,FALSE,IT
Mr. Christopher Williams,Female,18-06-2017,08:21:50,70968,13,TRUE,IT
Philip Powell,Female,06-07-2018,07:18:03,79766,6,FALSE,IT
Jason Rush,Male,06-08-2016,18:37:44,73049,10,FALSE,Marketing
Holly Garcia DDS,Male,12-03-2016,19:40:21,70678,12,FALSE,Marketing
Adam Donaldson MD,Female,02-11-2021,05:13:47,63731,18,TRUE,Sales
Christopher Torres,Male,06-09-2015,03:46:35,75126,6,FALSE,IT
Jordan Wolf,Male,30-12-2022,04:56:58,73406,15,TRUE,IT
Kimberly Flores,Male,26-06-2020,21:53:55,68279,4,FALSE,Marketing
Nicole Fitzgerald,Male,22-08-2020,03:14:51,74715,19,FALSE,Marketing
Adam Schroeder,Female,16-02-2021,05:00:15,77814,1,FALSE,HR
Victor Miller,Male,18-11-2016,05:00:12,68134,11,TRUE,HR
Joshua Johnson,Female,20-12-2019,19:53:29,70865,13,TRUE,HR
Yesenia Kim,Male,13-05-2018,19:11:28,68478,7,TRUE,Marketing
Christine Sanders,Female,26-10-2017,00:56:50,72816,14,TRUE,IT
Christopher Sampson,Male,15-11-2022,09:13:00,75819,3,FALSE,Marketing
Alyssa Allen,Male,18-01-2022,20:14:43,63803,4,FALSE,IT
Justin Shepard,Female,13-11-2017,05:06:43,74920,6,FALSE,IT
Christian Miller,Female,11-12-2021,18:07:23,63198,14,FALSE,IT
Marie Fisher,Male,04-12-2015,08:39:10,69839,1,TRUE,HR
Dennis Williams,Female,03-06-2015,09:16:19,63583,5,TRUE,Sales
Beth Johnson,Male,21-03-2020,12:36:36,70845,17,FALSE,Marketing
Gary Taylor,Male,03-04-2022,23:54:09,73272,20,TRUE,Sales
Erica Mclaughlin,Female,25-02-2017,14:56:25,72962,0,TRUE,Marketing
Ashley Solomon,Female,01-05-2022,06:11:26,72741,0,TRUE,Sales
Kayla Adams,Female,28-11-2020,21:21:35,62050,18,TRUE,Sales
Samantha Kerr,Female,29-12-2020,03:01:32,70681,6,FALSE,HR
Victor Smith,Female,31-01-2022,04:30:05,76039,16,FALSE,Marketing
Randy Rogers,Female,04-03-2015,16:06:48,79234,3,FALSE,IT
Taylor Mcgee,Female,05-08-2016,20:27:11,65653,9,TRUE,Sales
Sherry Gray,Female,21-05-2018,12:43:31,63862,7,FALSE,HR
Joseph Wilson,Male,30-08-2016,03:48:40,72232,4,FALSE,Marketing
Michael Moore,Male,06-07-2022,09:34:21,78835,12,FALSE,Sales
Joseph Warren,Female,11-05-2019,11:44:32,77608,20,TRUE,Sales
Darrell Mejia,Female,28-03-2023,17:38:37,69464,4,TRUE,IT
Phillip Weiss,Female,13-01-2022,21:16:50,61756,11,TRUE,Marketing
April Miller,Male,17-06-2017,12:07:21,66393,12,FALSE,Marketing
Heather Crawford,Female,19-07-2016,22:31:02,73619,14,FALSE,Sales
Peter Jones,Male,15-11-2022,10:04:53,78526,0,TRUE,IT
Timothy Ball,Male,29-05-2017,02:14:00,69006,7,FALSE,Sales
Linda Miller,Female,06-10-2017,07:30:41,78535,15,TRUE,HR
Tracey Lewis,Female,27-10-2021,17:05:23,77796,11,TRUE,Marketing
Scott Garcia,Male,17-06-2018,00:07:18,73931,3,TRUE,IT
Michele Conner,Male,17-11-2022,17:18:11,74736,8,FALSE,HR
Nicholas Dean,Female,18-06-2016,01:17:14,63846,7,TRUE,IT
Krista Hayes,Female,26-09-2022,00:25:13,65438,19,TRUE,Sales
Judith King,Male,13-07-2022,16:26:29,61945,18,FALSE,IT
Justin Miller,Male,22-05-2020,10:58:14,70605,9,FALSE,IT
Selena Li,Male,22-08-2021,11:58:03,64442,13,TRUE,IT
Michael Powers,Male,30-06-2022,14:55:52,64348,7,TRUE,IT
Robin Hill,Male,03-04-2023,12:57:06,72868,15,TRUE,IT
Nicholas Johnson,Female,13-05-2016,21:37:29,72293,14,TRUE,HR
Jacqueline Sloan,Female,04-07-2022,16:25:06,76895,8,FALSE,Marketing
Dr. Crystal Scott,Female,16-08-2020,17:42:33,70724,18,TRUE,HR
Edward Pittman,Female,08-03-2020,13:34:48,71738,2,FALSE,Sales
Troy Ray,Female,27-09-2022,09:47:55,66941,15,FALSE,IT
Amy Harris,Female,14-02-2022,08:32:08,71067,17,TRUE,Marketing
Jennifer Cook,Female,29-04-2019,05:29:21,61586,1,TRUE,Marketing
Ashley Conner,Male,31-12-2020,05:48:50,64071,5,FALSE,Marketing
Kevin Cruz,Male,26-03-2017,06:04:54,74018,6,TRUE,IT
Jaime Harding,Male,09-11-2015,01:12:57,68979,2,FALSE,IT
Mallory Arnold,Male,26-05-2023,02:03:46,72184,20,TRUE,HR
Douglas Medina,Female,26-04-2017,20:16:39,70010,7,FALSE,HR
Mary Garcia,Male,01-06-2023,06:29:48,60035,6,FALSE,HR
Joshua Ferrell,Male,07-10-2018,14:03:05,79453,7,FALSE,HR
Robert Bradley,Male,12-12-2021,09:03:25,71258,3,FALSE,Sales
Tyler Evans DDS,Female,20-12-2021,17:31:57,62320,7,FALSE,HR
Colton Macdonald,Male,29-03-2017,18:06:33,63381,10,FALSE,IT
Jerry Rowe,Male,12-04-2023,13:23:55,72541,4,TRUE,HR
Ricky Shannon,Male,29-03-2017,13:50:45,79998,20,TRUE,Marketing
Heather Smith,Female,07-07-2023,23:18:53,66981,20,TRUE,Marketing
Jennifer Mccoy,Female,04-08-2015,07:01:16,67118,2,TRUE,Sales
Lisa Phillips,Male,15-10-2015,16:40:31,79319,12,FALSE,Marketing
Virginia Myers,Female,02-07-2022,03:39:44,64581,7,FALSE,HR
Lori Daniels,Male,07-02-2020,04:35:04,78133,19,FALSE,HR
Nicole Larsen,Female,27-03-2016,23:02:00,66732,16,TRUE,Marketing
Charles Williams,Female,30-05-2017,08:26:08,61788,7,FALSE,Marketing
Jamie Melton,Male,15-01-2020,00:24:39,67899,15,TRUE,HR
Christopher Carpenter,Female,16-01-2017,15:05:53,70370,4,FALSE,Marketing
Jessica Sloan,Female,16-09-2019,01:51:05,77903,5,FALSE,HR
Nicholas Strickland,Male,28-06-2017,03:01:32,79246,2,TRUE,IT
Mrs. Tina Graham,Male,04-03-2023,01:48:34,61305,1,FALSE,IT
James Molina,Female,01-02-2021,07:35:13,73879,12,TRUE,Sales
Elizabeth Wilson,Female,22-05-2020,08:25:51,62739,9,TRUE,Sales
Tanya Rogers,Male,21-04-2020,19:46:03,77576,10,FALSE,HR
Molly Johnson,Female,21-06-2020,17:33:06,74335,7,TRUE,Sales
Bailey George,Male,14-07-2019,09:56:10,74237,3,FALSE,HR
Allison Hebert,Female,28-10-2020,17:24:30,65755,3,TRUE,Sales
Anthony Williams,Male,05-10-2020,02:53:23,65368,15,FALSE,IT
Bonnie Jackson,Male,12-10-2021,01:35:37,72185,4,FALSE,HR
Kimberly Carter,Male,31-05-2023,12:25:55,70977,13,FALSE,HR
Todd Griffith,Female,03-10-2022,19:16:29,78895,20,TRUE,Marketing
Edwin Collins,Female,20-10-2015,19:31:00,76737,11,TRUE,Marketing
Nina Kaufman,Male,25-03-2019,02:13:32,72048,5,FALSE,HR
Stephanie Harris,Male,26-11-2016,06:15:17,67484,16,TRUE,HR
Thomas Noble,Male,19-03-2017,20:02:22,68013,1,FALSE,IT
Megan Gonzalez,Female,13-04-2015,18:48:29,64917,5,TRUE,Marketing
Earl Pena,Male,13-05-2019,23:23:09,70544,7,FALSE,IT
Wendy Rodriguez,Female,16-02-2020,15:18:33,62552,18,FALSE,HR
Nicole Alexander,Male,08-01-2015,20:23:43,65876,7,TRUE,Marketing
Christopher Osborn,Male,19-10-2022,20:22:39,75240,9,FALSE,IT
John Hood,Male,30-12-2016,10:10:14,78123,14,TRUE,IT
Donna Bowers,Male,22-02-2016,02:29:04,69554,18,FALSE,Sales
Paul Lopez,Female,05-09-2019,03:11:30,72067,18,FALSE,Sales
Lauren White,Male,09-10-2017,08:39:48,64933,0,FALSE,HR
Matthew Lewis,Male,30-08-2022,12:49:06,77745,11,TRUE,IT
Jamie Hernandez,Male,17-03-2022,12:09:46,72329,9,TRUE,Sales
Kristina Williams,Male,08-05-2016,19:49:13,73756,15,TRUE,Sales
Rachel Sanchez,Female,24-11-2018,07:47:11,63048,1,TRUE,Marketing
Henry Gonzalez,Female,19-08-2019,01:19:27,75022,2,TRUE,Sales
Melissa Holmes,Female,29-12-2015,07:52:10,62452,18,TRUE,Marketing
James Erickson,Male,11-10-2016,19:19:37,67758,9,FALSE,IT
Dylan Gonzalez,Female,15-05-2021,13:50:38,70690,10,FALSE,IT
Ashley Gallegos DVM,Male,13-11-2016,16:36:57,62447,6,TRUE,HR
Pam Griffin,Male,09-08-2017,05:09:57,63462,5,FALSE,Marketing
Jose Allen,Female,12-06-2017,05:48:43,73320,3,FALSE,Sales
Kayla Carter,Female,08-04-2019,22:38:40,70102,14,FALSE,HR
Tiffany Smith,Male,23-10-2017,06:13:37,65164,9,TRUE,Sales
Amy Whitaker,Female,03-05-2015,11:58:12,64860,2,TRUE,IT
Jake Perry,Female,10-06-2017,21:42:21,76825,1,FALSE,IT
Dennis Randall,Male,31-01-2017,11:01:12,61018,12,FALSE,Sales
Elizabeth Baker,Male,26-01-2023,08:47:51,75140,3,TRUE,HR
Michael Adkins,Male,17-02-2015,12:30:44,62020,7,TRUE,Sales
Kristen Bryant,Female,22-11-2020,00:22:49,72197,20,TRUE,IT
Hannah Winters,Male,20-01-2016,14:33:06,60714,2,TRUE,Marketing
Kenneth Evans,Male,10-08-2015,13:48:05,63013,10,TRUE,HR
Lisa Patterson,Female,30-12-2021,20:00:25,61659,5,FALSE,Marketing
Michael Baker,Female,06-10-2022,01:50:44,60966,12,FALSE,Sales
Janice Powers,Female,09-12-2018,03:34:09,67035,5,FALSE,IT
Michael Perez,Female,15-10-2016,16:26:53,64870,1,TRUE,IT
Katelyn Wade,Female,10-05-2016,12:26:28,73500,17,FALSE,HR
James Green,Male,16-07-2016,04:48:15,69167,12,TRUE,Marketing
Ryan Davis PhD,Male,09-12-2021,15:21:20,77229,7,TRUE,Marketing
Caitlin Wilkerson,Female,20-09-2015,12:56:45,75718,17,FALSE,IT
Kendra Kim,Female,01-09-2023,02:25:34,72726,8,TRUE,HR
Kenneth Wang,Female,08-04-2018,10:05:51,79566,7,TRUE,IT
Bridget Hale,Male,13-07-2015,18:48:10,75456,16,FALSE,Sales
Christopher Jensen,Male,04-07-2017,10:03:51,63281,7,TRUE,IT
Alec Hines,Male,07-03-2022,21:28:34,67189,18,FALSE,IT
Rhonda Castro,Male,06-03-2021,01:31:07,65770,7,FALSE,IT
David Dominguez,Male,16-08-2015,06:48:23,71523,18,TRUE,Sales
Austin Thompson,Female,05-09-2018,08:59:03,77764,9,TRUE,Marketing
William Green,Male,25-03-2021,03:37:33,62957,1,TRUE,Sales
Albert Rodriguez,Male,10-07-2015,05:32:11,77250,15,TRUE,IT
Heather Maxwell,Male,09-07-2023,15:44:36,64275,10,TRUE,IT
Timothy Hampton,Male,25-11-2019,16:54:45,60718,4,TRUE,HR
Patricia Patton,Female,03-12-2021,02:11:14,62376,11,FALSE,HR
Connie Morgan,Female,16-06-2020,05:32:32,69888,10,TRUE,Sales
Richard Stephens,Female,05-02-2023,08:57:54,75964,20,FALSE,Sales
Rebecca Poole,Female,22-12-2016,19:35:57,67315,18,TRUE,Marketing
Tiffany Glenn,Female,17-05-2018,23:36:16,69650,4,TRUE,HR
Valerie Dickerson,Female,15-01-2022,13:10:13,78595,1,TRUE,IT
Elizabeth Duncan,Male,06-12-2023,07:42:22,78531,3,FALSE,Sales
Michelle Spears,Female,27-06-2022,09:01:18,62549,7,FALSE,IT
Christopher White,Male,27-12-2018,04:30:49,62907,20,FALSE,Marketing
Alex Casey,Male,03-03-2019,12:14:56,68690,6,TRUE,HR
Evan Archer,Female,03-12-2016,10:10:02,68410,3,TRUE,HR
Matthew Doyle,Female,14-09-2017,17:29:19,74359,13,TRUE,Marketing
Kenneth Jackson,Female,29-12-2023,01:33:06,72409,11,FALSE,HR
Steven Ortiz,Female,11-11-2016,12:59:37,78941,20,TRUE,Sales
Mark Stephenson,Female,17-02-2022,20:03:15,62415,1,FALSE,HR
Catherine Davis,Female,08-08-2019,02:11:37,68556,3,TRUE,IT
Jessica Santos,Male,12-10-2021,18:02:07,72303,5,TRUE,HR
Paula Douglas,Female,13-11-2015,08:16:42,79465,19,FALSE,HR
Mary Morton,Female,23-03-2020,00:10:44,65406,19,FALSE,Sales
Mr. Jesse Scott Jr.,Male,10-10-2023,01:04:29,63318,10,TRUE,Sales
Nicole Hayes,Female,30-09-2023,03:57:11,78157,17,FALSE,IT
Erica Mcclure,Female,02-05-2017,09:20:15,67783,3,TRUE,Marketing
Kerry Dougherty,Female,11-04-2020,13:55:57,65032,1,FALSE,HR
Cynthia Boyer,Female,18-08-2017,15:32:13,62871,9,FALSE,Sales
Christopher Myers,Male,11-12-2022,00:50:44,60843,6,TRUE,IT
Danielle Scott,Male,07-11-2019,19:12:16,75517,3,FALSE,Marketing
Alvin Torres,Female,17-09-2018,13:19:05,76026,8,TRUE,Marketing
Samantha Shepherd,Male,08-04-2023,13:24:00,72157,12,FALSE,Sales
Benjamin Powell,Female,20-04-2020,14:28:12,61462,8,FALSE,Marketing
Dean Young,Female,29-07-2017,18:04:18,67413,8,TRUE,Sales
Stephanie Davis,Male,24-04-2016,08:48:39,62808,11,FALSE,Sales
Ashley Thomas,Male,11-08-2019,13:28:47,72684,16,FALSE,Marketing
Randall Graham,Male,21-04-2020,06:06:00,75606,9,TRUE,Marketing
Kimberly Kirk,Male,10-06-2015,14:04:25,76452,18,TRUE,HR
Joseph Smith,Female,13-06-2018,01:54:21,65664,5,TRUE,Sales
Mary Bruce,Male,17-09-2018,14:10:15,61398,13,TRUE,Marketing
Dawn Coleman,Male,27-12-2018,03:45:45,64845,19,FALSE,IT
Jeffrey Olsen,Male,26-05-2019,08:14:45,62851,12,FALSE,IT
Derrick Barnett,Female,27-08-2019,00:01:43,77029,14,TRUE,Marketing
John Marquez,Male,21-08-2019,09:50:19,73580,4,TRUE,HR
Michael Scott Jr.,Male,02-11-2021,17:08:53,78438,3,FALSE,IT
Mario Rogers,Female,16-09-2019,17:03:06,68655,12,FALSE,Marketing
Dr. Walter Butler,Male,19-12-2015,11:35:28,65642,8,FALSE,Sales
Katherine Rose,Female,30-08-2015,06:00:41,61270,12,FALSE,Sales
Anthony Lawson,Male,27-10-2015,20:39:47,75571,8,FALSE,HR
Brandon Garza,Female,02-04-2023,22:25:44,69930,9,FALSE,Marketing
Cynthia Graham,Male,24-10-2023,00:39:39,67469,4,FALSE,Marketing
Jean Carter,Female,17-01-2023,14:04:00,68828,13,TRUE,Sales
Sean Espinoza,Female,10-07-2023,02:15:12,66926,13,FALSE,IT
Cristian White,Male,09-03-2023,12:53:11,76884,5,TRUE,IT
Justin Allen,Female,30-03-2022,06:27:27,64444,16,TRUE,Sales
Jennifer Mccarthy,Male,30-11-2023,14:48:55,66577,1,TRUE,HR
Susan Michael,Female,27-04-2022,02:03:40,61656,11,TRUE,IT
Linda Schwartz,Female,21-12-2023,14:26:41,75211,16,FALSE,HR
Joshua Gordon,Male,26-09-2016,15:58:02,67927,11,FALSE,Marketing
Lisa Acevedo,Male,25-09-2023,18:54:49,75551,18,FALSE,IT
Morgan Taylor,Male,03-08-2021,22:34:56,68475,2,FALSE,HR
Maria James,Female,20-10-2021,17:39:15,61626,5,TRUE,Sales
Jessica Frey,Male,10-01-2019,02:12:51,66774,8,FALSE,HR
Joseph Mitchell,Male,26-08-2023,00:14:24,75535,4,TRUE,HR
Brian Harrison,Male,27-09-2015,04:49:42,68270,19,FALSE,IT
Trevor Allen,Female,29-10-2018,05:37:41,72336,11,FALSE,IT
Tyler Glenn,Male,10-03-2015,08:29:33,75292,9,FALSE,HR
James Holmes,Male,06-08-2020,02:36:56,76761,11,FALSE,IT
Alexander Hernandez,Male,16-04-2017,01:29:35,75785,2,FALSE,IT
Tracy Ryan,Female,20-06-2017,23:23:41,69072,8,FALSE,Sales
Nicole Ross,Male,13-03-2017,04:40:02,76950,7,TRUE,Marketing
Edwin Carter,Female,06-11-2016,08:32:24,64585,0,FALSE,IT
Christina Maldonado,Female,03-08-2023,21:40:30,73715,12,FALSE,HR
Jeffery Fox,Male,22-04-2020,00:31:40,71244,7,FALSE,IT
Claudia Burns,Female,10-12-2023,02:08:31,65570,17,TRUE,IT
Mary Bishop,Male,30-04-2021,11:50:37,75426,4,FALSE,Sales
Cassandra Watson,Female,21-07-2015,02:59:08,62926,7,FALSE,Sales
Elizabeth Johnson,Female,04-06-2020,20:59:44,73778,10,FALSE,IT
Stephen Walker,Female,23-09-2015,13:56:25,75196,3,FALSE,HR
Kevin Hunter,Male,16-04-2022,16:43:20,75473,6,TRUE,Marketing
Amy Clark,Female,28-09-2022,19:39:42,73536,1,TRUE,Sales
Andrew Nunez,Male,20-07-2015,18:21:21,71228,13,FALSE,Sales
Daniel Hoffman,Female,16-02-2019,23:18:33,65909,2,FALSE,IT
Pedro Floyd,Male,24-04-2018,08:18:28,70269,20,TRUE,HR
Sonia Adams,Female,09-01-2021,06:00:54,68962,6,TRUE,Sales
Lisa Weber,Female,10-09-2016,04:49:12,62884,4,FALSE,Marketing
Keith Bennett,Female,22-01-2018,10:49:40,74058,15,FALSE,HR
Monica Molina,Male,08-08-2021,19:18:51,77490,6,FALSE,HR
Edward Waller,Female,08-05-2016,08:55:22,77400,6,TRUE,HR
John Moody,Male,02-10-2017,19:49:05,67414,11,FALSE,Sales
Michael Cherry,Male,15-06-2023,06:18:03,72568,16,FALSE,Sales
Deanna Underwood,Male,21-11-2016,00:43:41,61498,9,FALSE,Marketing
Joel Griffin,Female,13-06-2016,23:22:38,74210,4,FALSE,Marketing
Paul Oconnor,Female,14-12-2022,09:58:52,66174,5,FALSE,HR
Kimberly Reynolds,Male,14-04-2022,08:21:49,67350,4,TRUE,HR
Jennifer Manning,Male,22-01-2022,17:18:55,64035,11,TRUE,Marketing
